problem_id,task_type,section_no,problem_no,sub_no,missing_or_issue,recommended_pdf,pdf_page,crop_output_path,teacher_note
7f0b932c-71b0-4504-bf45-1395c8742679,缺源图,8.1,7,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.1/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
9fabd2ae-fae4-4fea-b13a-9af0993de53c,疑似乱码,8.2,1,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.2/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
27ec3559-2096-4d7e-a22c-79ddfa6efa75,缺源图,8.2,4,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.2/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
250adde8-1f0d-40f9-96ee-29179d6841c1,缺源图,8.2,5,,corrupt_ocr_or_ascii_salad,李继成高数-教材-下册(1).pdf,,book/8.2/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
250adde8-1f0d-40f9-96ee-29179d6841c1,疑似乱码,8.2,5,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.2/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
6625e458-fb12-4b55-8121-86db6136447f,疑似乱码,8.2,6,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.2/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
bec4658c-1e5c-456c-8cf9-bb897197f266,疑似乱码,8.2,7,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.2/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
2a0cfe37-ddaf-42f0-baa6-d560c442106e,缺源图,8.2,9,,corrupt_ocr_or_ascii_salad,李继成高数-教材-下册(1).pdf,,book/8.2/manual_9_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
2a0cfe37-ddaf-42f0-baa6-d560c442106e,疑似乱码,8.2,9,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.2/manual_9_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
c8b49a65-cbcb-453b-80dc-dc2e25cea805,疑似乱码,8.3,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.3/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
8b906c96-79f5-4b54-a9da-8564c3d04efa,缺源图,8.3,4,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.3/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
89d3fd3a-21fc-481f-b6b7-b215f1197d83,疑似乱码,8.4,1,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.4/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
489b25b3-1296-445b-9bab-68734faf2106,疑似乱码,8.4,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.4/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
52bfd8d9-25d2-41eb-a7cd-50ecb132201a,缺源图,8.4,3,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.4/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
48d517fe-788c-4c0b-aeb8-e95bf2fbf0e3,缺源图,8.4,4,,corrupt_ocr_or_ascii_salad,李继成高数-教材-下册(1).pdf,,book/8.4/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
48d517fe-788c-4c0b-aeb8-e95bf2fbf0e3,疑似乱码,8.4,4,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/8.4/manual_4_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
7b7f89ee-c2d7-4be4-a964-20549462a03a,缺源图,8.6,2,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.6/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
51ae1817-9636-479d-beb2-b5fc229f09d8,缺源图,8.6,3,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.6/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
fc1b0ade-2919-4c38-9225-51fb682841aa,缺源图,8.6,5,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.6/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
f57485ef-4e54-4ea4-a0dc-d45d95620daa,缺源图,8.6,6,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.6/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
e0b4542b-8b40-4228-9047-d5704afe61fd,缺源图,8.6,7,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.6/manual_7_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
af6adba2-5577-4954-88f1-dc09740b8a63,缺源图,8.6,8,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.6/manual_8_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
623384bb-dd3d-4b8d-ab7b-25bb25411b86,缺源图,8.6,9,,std_answer,李继成高数-答案-下册(1).pdf,,book/8.6/manual_9_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
99e73dc5-b883-4eed-968e-9eaf0bc9c677,缺源图,9.1,1,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.1/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
4cdf8b6b-62c3-47e7-b587-71ce0a6af496,疑似乱码,9.1,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/9.1/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
b0b9e516-9057-4043-a407-8275c68827a0,缺源图,9.1,3,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.1/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
0c0401ac-94fb-46de-8cfe-3d08d7140d37,缺源图,9.1,5,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.1/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
1e5e126b-686b-419b-9bfa-9d4d0c5ee69c,缺源图,9.1,6,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.1/manual_6_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
51077646-2047-4b9c-9569-c6d553b11f14,缺源图,9.2,1,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.2/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
27be71c9-be44-4357-a866-0098a2f05eee,疑似乱码,9.2,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/9.2/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
f2550d80-63d8-4bb3-99b9-1a0ef1193aef,缺源图,9.2,3,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.2/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
cc15b5de-ea07-44d3-ba30-ae5916ccbadb,缺源图,9.2,5,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.2/manual_5_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
d4775442-de91-42a9-82e7-eb05c292fe3a,缺源图,9.2,9,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.2/manual_9_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
bec9b9c3-0eb4-4216-a753-9b2d3b6b44ea,缺源图,9.3,1,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.3/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
dbe5bc46-075c-4767-a90d-63bfd2b99f67,缺源图,9.3,2,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.3/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
8a800182-4b70-48c8-968f-d41e869f8fa7,缺源图,9.3,3,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.3/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
33837bdd-6595-495f-a2b8-391ee42736d8,缺源图,9.5,1,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.5/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
83adf917-32de-4a4d-be44-7709f041816f,缺源图,9.5,2,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.5/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
62abb3b1-02a4-4c68-a2e7-44eeaca8ef70,缺源图,9.5,3,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.5/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
2d094eca-c30e-4523-92b0-9542df6d0b3b,疑似乱码,9.6,2,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/9.6/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
a4e11f04-83e4-4af3-940a-abc6619c0b6a,缺源图,9.7,11,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.7/manual_11_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
9a599762-5bc8-4763-a2b8-4b8daad6dc65,缺源图,9.7,2,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.7/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
3f097ca5-e677-4e23-b1c4-cf01a3dcb951,缺源图,9.7,3,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.7/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
373f2e07-3e39-4254-81d6-710192570bdb,疑似乱码,9.8,1,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/9.8/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
c245644e-0bfb-4c47-994e-aa35433f5c2e,疑似乱码,9.8,3,,corrupt_ocr_or_ascii_salad,李继成高数-答案-下册(1).pdf,,book/9.8/manual_3_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
8dbe9872-d69a-409a-a928-4894cd031964,缺源图,9.9,1,,std_answer,李继成高数-答案-下册(1).pdf,,book/9.9/manual_1_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
06fbfe69-8853-48ea-a0f3-fb79810b1b86,缺源图,9.9,2,,"content_text,std_answer",李继成高数-答案-下册(1).pdf,,book/9.9/manual_2_main.png,定位页码后裁单题图；绑定 crop_image_path；重生成 readiness 清单
