question_id,type,review_status,assignments_using,artifacts,content_preview
380,calc,published,0,兰 歧:α饥 歧:η十 歧:η饥 歧:丑η 歧:当α 歧:战τ,"2. 用比值审敛法判别下列级数的敛散性:
三L
'l'l'」三” 1
(创立于;
(1) ):云云;
(2) ~ '
川
但乞(2η -1)!!;
(4) b~可;(5) b n~ tan~ ;
,,,...n+l
_c芝
00
7t
n
r「
T「
内
y一气
「1
(6) ~
fn石(α >0).
r (η 十1)"
381,calc,published,0,兰 叫,"4. 用适当方法判别下列级数的敛散性:
(1) ~
v'n ( 1 - cos~);
(2)三号;
(3)汇(作一1 )η ;
(唁川一吓
唁击;
(6)三叫去(1 <α <b).
-~ 2 7T
C""
哈叫1 一叶=2兰而旷去,由于J且尸二2η =~"
382,proof,published,0,叫,"<
6. 利用不等式一一<
2而(2η)!!
∞
’
数
敛
级
对
艺
人
(2η -1 )!!
叫
因为一一<
证,明
2y'百(2η)!!
(2η - 3)!!
1
(如一1)!!
=
又因为
·一一一<
(2η)!!
(2η)!!
2η -1
(2η - 3)!'
ι
收敛所以享\
.收敛.
但(2n)!!
7"
383,calc,published,0,咱 歧:丰τ,"8. 判别下列级数的敛散性:
咱一俨w;
忌(-1r
(哈瓦;
Vn 十2
Vn丰τ +2
(1)因为向=一一一>"
384,calc,published,0,歧:旦τ,"1. 将下列函数展开成z 的幕级数?并指出展开式成立的区问:
(1) s讪X =气e
(2) 1且(3 - x);
x
(3) sin2 x;
(4)一旦τ·
哇十:1:“
(6)。
1
(5)
1
(1 - 3x)2;
• 2x-3'
2
(7) (1 + x)e2x;
(8) arcsin x.
x3
x
x2
("
385,calc,published,0,叫,"(x -
2. 将下列函数在指定点Xo 处展开成
xo )的军级数7 并指出展开式成立的区问:
(1)。
1
(2) s叫Xo = ~;
'Xo = -5;
2 + 3x + 2
--
qo
z
( 3) lg X, Xo = 2;
qf
nu
J
、
A
’
’
、
1
自
哇
、
一
,
、
/
1
1
-
..."
386,proof,published,0,歧:一α 歧:以α 歧:十α,"3. 设函数f(x )在区间(-R,R)内可展开成z 的军级数?证明:当f(x )是奇函数
时?幕级数中不含z 的偶次某项;当f (x )是偶函数时7 军级数中不含z 的奇次幕项.
证明证法1
设
f(x)
=
αo +α1X +α2X2 十…+α2nX2η +α2叶1X2叶1 +…
7
-R < x < R.
又因f"
388,proof,published,0,叫,"4. 利用欧拉公式把函数ex cosx 和ex sinx 展开成麦克劳林级数.
解由欧拉公式eix = cosx+isinx 知cosx = Re(eix ),故ex cosx =ex ·Re(eix) =
Re( ex· eix) = Re[eCiH)x].同理,ex sin x = Im( eCi+叫.
因为eCi"
389,calc,published,0,咱,"5 . 25
11 . 211 J
?所以在教材第九章(6.15)式中,令
--
1-5
/Ilt
/It--\
\11II
9“
1-p
5
\
1
\1j
\
qd
qA
飞1
/II--\
τ
\
咱
I
/
+
+
I
+
E
111
A
1
。
/
/
/
一
.l
份
“
nu
nu
于
是
29 I
26"
390,calc,published,0,叫 歧:一α 歧:叮ι 歧:故α 歧:数ζ 阳,"1. 设f(x )是周期为知的周期函数?它在区间卜叽穴)上的表达式为f(x)=e2x,
ι (-1 )η-1
的(浦开成傅里日切数?并求级数ζn2 +4
的和
解所给函数满足收敛定理的条件?它在点x = (2k + 1 )冗(k εZ)处间断?并且当
82冗+e-2π
2
X= (2k+l)冗时级数收敛于
7 在其他点"
392,calc,published,0,歧:η十 歧:η血 歧:一τ 歧:丑η,"3. 将函数f(x) = x (一冗《x <冗)展开成傅里叶级数.
解所给函数在区间[一代冗)上满足收敛定理的条件?延拓为周期函数时?它在点
冗十(一何)
x = (2k + 1 )穴(k εZ)处不连续?其傅里叶级数在这些点处收敛于
2
= 0,在其
他点收敛于J(x ),计算傅里叶系数如下:
(η = 0, 1,2"
393,calc,published,0,叫,"4. 将函数f(x) =一一一(0ζz 《冗)展开成正弦级数.
2
解对f(x )作奇延拓?延拓后的函数满足收敛定理的条件?且在[O,叫上连续?在
x=O 处间断?故其傅里叶级数在[O,叫上收敛于J(x ),在x=O 处收敛于0."
395,calc,published,0,歧:为α 歧:数α,"1, 2, 3,…).
6. 设J(x )是周期为2饨的连续函数?其傅里叶系数为αo ,αη ,bn (η 二
(h 为实数)的傅里叶系数α;7 以,b~ (n = 1, 2, 3,…).
试求J(x+h)
α;=~ (n J(x + h)dx 令x+问:「+h j(t)dt = ~「J(x)dx =αo;"
398,proof,published,1,歧:一τ,"5. 设函数 f(x) 在[O, 1]上连续?在(0, 1)内可导?且 f(l) = 0,证明:至少存在-2f(~)
点 5ε (0,1),使得 !'(~) =一一τ-"
405,calc,published,0,歧:线ρ,"10. 求下列曲线在指定点处的曲率及由率半径:
图2.4
(1)抛物线y = x2 + x 在点(-1,0)处;
Ix= cos t‘肝
(2)椭圆(
在对应t =子的点处;
’
l y =飞/2 sin t
古
(3)阿基米德螺线ρ =αe (α >0)在对应。二忧的点处.
(1 )由于y' = 2x + 1, y"""
406,calc,published,0,叫,"(α > 0), t ε
11. 己知摆线〈
[0,2叫.问参数t 取何值时?其对应点
lY =α (1 - cost)
处的曲率最小,并求出最小的曲率及该点处的曲率半径."
